ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-192-PP-200-E10H2A,35-24L009-35-24-192-PP-200-E10
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24L009-35-24-193
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-193-PP-100-E10H2A,35-24L009-35-24-193-PP-100-E10
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186,,35-24L009-35-24-186
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-186-WAF-100-E10H2A,35-24L009-35-24-186-WAF-100-E1
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187,,35-24L009-35-24-187
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-187-WAF-100-E10H2A,35-24L009-35-24-187-WAF-100-E1
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188,,35-24L009-35-24-188
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-188-WAF-80-E10H2A,35-24L009-35-24-188-WAF-80-E10
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-189,,35-24L009-35-24-189
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-189-PP-300-E10H2A,35-24L009-35-24-189-PP-300-E10
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24NV-675,,65
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24HV-676,,80
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24KV-677,,100
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XV-681,,35-24L009-35-24XV-681
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,65/32 30/1500
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,001-80
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24P519-35-24-191
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-191-PP-250-E10H2A,35-24P519-35-24-191-PP-250-E10
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,355-250
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,003-50
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,003-15
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24P519-35-24-193
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-193-PP-100-E10H2A,35-24P519-35-24-193-PP-100-E10
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,003-50
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,80
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,150
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,001-100
