ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,35-24-196
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187,,35-24-187
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188,,35-24-188
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,35-24-221
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,35-24-199
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186,,35-24-186
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24-197
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24-194
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,35-24-192
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV1-674,35-24LV1-674
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV2-674,35-24LV2-674
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,35-24-199
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,35-24-221
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,35-24-197
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-191,35-24-191
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,35-24-198
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,35-24-196
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-009.1,35-24-009.1
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-220,35-24-220
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-190,35-24-190
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-194,35-24-194
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-192,35-24-192
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-189,35-24-189
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-188,35-24-188
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24XS-681,35-24XS-681
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-223,35-24-223
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-222,35-24-222
53,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-195,35-24-195
54,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-187,35-24-187
55,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24NV-675,35-24NV-675
56,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-214,35-24-214
57,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-213,35-24-213
58,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-218,35-24-218
59,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24HV-676,35-24HV-676
60,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-186,35-24-186
61,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-215,35-24-215
62,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24KV-677,35-24KV-677
63,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-216,35-24-216
64,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519.1
65,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24-519.1
66,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519.2
67,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24-519.2
