ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
17,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-189-PP-300-E10H2A,,35-24L009-35-24-189-PP-300-E10
18,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190-PP-200-E10H2A,,35-24L009-35-24-190-PP-200-E10
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191-PP-250-E10H2A,,35-24L009-35-24-191-PP-250-E10
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192-PP-200-E10H2A,,35-24L009-35-24-192-PP-200-E10
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193-PP-100-E10H2A,,35-24L009-35-24-193-PP-100-E10
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24L009-35-24-194
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24L009-35-24-197
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24L009-35-24-198
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,35-24L009-35-24-221
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24P519-35-24LV1-674
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24P519-35-24LV2-674
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193-PP-100-E10H2A,,35-24P519-35-24-193-PP-100-E10
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192-PP-200-E10H2A,,35-24P519-35-24-192-PP-200-E10
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191-PP-250-E10H2A,,35-24P519-35-24-191-PP-250-E10
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,35-24P519-35-24-199
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-15,35-24P519-003-15
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24P519-35-24-198
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-50,35-24P519-003-50
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24P519-35-24-197
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-80,35-24P519-001-80
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,35-24P519-35-24-196
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,355-250,35-24P519-355-250
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,35-24P519-35-24-221
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,35-24P519-35-24-220
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-100,35-24P519-001-100
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24P519-35-24-009.1
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009,,35-24P519-35-24L009
