ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,SUB-EQUIPMENT
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-15,SUB-EQUIPMENT
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,EQUIPMENT
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,EQUIPMENT
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,SUB-EQUIPMENT
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-50,SUB-EQUIPMENT
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186,,EQUIPMENT
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,EQUIPMENT
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,SUB-EQUIPMENT
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-80,SUB-EQUIPMENT
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,EQUIPMENT
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,EQUIPMENT
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,EQUIPMENT
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,EQUIPMENT
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,SUB-EQUIPMENT
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-15,SUB-EQUIPMENT
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,SUB-EQUIPMENT
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-50,SUB-EQUIPMENT
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,SUB-EQUIPMENT
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-80,SUB-EQUIPMENT
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,SUB-EQUIPMENT
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,355-250,SUB-EQUIPMENT
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,EQUIPMENT
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,EQUIPMENT
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,SUB-EQUIPMENT
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-50,SUB-EQUIPMENT
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,EQUIPMENT
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,EQUIPMENT
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,EQUIPMENT
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-100,SUB-EQUIPMENT
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XV-681,,EQUIPMENT
