ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-001,,35-24-001
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24LV1-674
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24LV2-674
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24NV-675,,35-24NV-675
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24HV-676,,35-24HV-676
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24KV-677,,35-24KV-677
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XS-681,,35-24XS-681
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,35-24L009-35-24-193-35-24-198
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,35-24L009-35-24-193-35-24-197
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,35-24L009-35-24-191-35-24-199
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,35-24L009-35-24-191-35-24-221
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24-190
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-194,35-24L009-35-24-190-35-24-194
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,35-24-192
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-220,35-24L009-35-24-192-35-24-220
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186,,35-24-186
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24XS-681,35-24L009-35-24-186-35-24XS-68
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187,,35-24-187
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24NV-675,35-24L009-35-24-187-35-24NV-67
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188,,35-24-188
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24HV-676,35-24L009-35-24-188-35-24HV-67
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-189,,35-24-189
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24KV-677,35-24L009-35-24-189-35-24KV-67
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-204,,35-24-204
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,35-24L009-35-24-204-35-24-196
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-001,,35-24-001
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,35-24L009-35-24-001-35-24-196
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.1,,35-24L009.1
53,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.2,,35-24L009.2
54,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.2,,35-24-009.2
55,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
56,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
57,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
58,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519
59,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
60,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
61,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
62,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24-198
63,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV1-674,35-24P519-35-24-198-35-24LV1-6
64,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24-198
65,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV2-674,35-24P519-35-24-198-35-24LV2-6
66,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24-198
67,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,35-24P519-35-24-198-35-24-199
68,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
69,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,35-24P519-35-24-191-35-24-197
70,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
71,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,35-24P519-35-24-191-35-24-221
72,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519.1
73,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24-519.1
74,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519.2
75,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24-519.2
76,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,35-24-196
77,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,35-24-220
78,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24-190
79,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24-194
80,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,35-24-192
