ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
17,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,003-50,35-24L009-003-50
18,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24L009-35-24LV1-674
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24L009-35-24LV2-674
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187,,35-24L009-35-24-187
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-187-WAF-100-E10H2A,35-24L009-35-24-187-WAF-100-E1
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188,,35-24L009-35-24-188
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-188-WAF-80-E10H2A,35-24L009-35-24-188-WAF-80-E10
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186,,35-24L009-35-24-186
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-186-WAF-100-E10H2A,35-24L009-35-24-186-WAF-100-E1
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24L009-35-24-190
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-190-PP-200-E10H2A,35-24L009-35-24-190-PP-200-E10
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24L009-35-24-194
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,350-200,35-24L009-350-200
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24L009-35-24-197
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-80,35-24L009-001-80
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24L009-35-24-009.1
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24NV-675,,35-24L009-35-24NV-675
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24HV-676,,35-24L009-35-24HV-676
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519-35-24P519
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV1-674,35-24P519-35-24LV1-674
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV2-674,35-24P519-35-24LV2-674
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,35-24P519-35-24-198
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,35-24P519-35-24-199
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,35-24P519-35-24-221
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,35-24P519-35-24-197
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-191-PP-250-E10H2A,35-24P519-35-24-191-PP-250-E10
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-193-PP-100-E10H2A,35-24P519-35-24-193-PP-100-E10
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,35-24P519-35-24-196
