ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24NV-675,35-24NV-675
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24HV-676,35-24HV-676
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24KV-677,35-24KV-677
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24XS-681,35-24XS-681
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.1,,35-24L009.1
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.2,,35-24L009.2
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.2,,35-24-009.2
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,35-24-192
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,35-24-199
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,35-24-221
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24-197
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24-198
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198-003-50,35-24-198-003-50
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199-003-15,35-24-199-003-15
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221-003-50,35-24-221-003-50
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197-001-80,35-24-197-001-80
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24LV2-674
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24LV1-674
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XS-681,,35-24XS-681
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519.1
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24-519.1
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519.2
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24-519.2
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,35-24-196
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24-190
53,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24-194
