ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-001,,35-24-001
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-204,,35-24-204
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24LV1-674
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24LV2-674
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24NV-675,,35-24NV-675
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24HV-676,,35-24HV-676
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24KV-677,,35-24KV-677
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XS-681,,35-24XS-681
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.1,,35-24L009.1
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.2,,35-24L009.2
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.2,,35-24-009.2
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,35-24-193
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,35-24-192
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,35-24-191
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24-190
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-189,,35-24-189
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188,,35-24-188
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187,,35-24-187
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-213,,35-24-213
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-214,,35-24-214
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24-194
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-195,,35-24-195
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,35-24-196
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24-197
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,35-24-198
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,35-24-199
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,35-24-220
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,35-24-221
53,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-222,,35-24-222
54,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-223,,35-24-223
55,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-218,,35-24-218
56,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
57,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,35-24LV1-674
58,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24LV2-674
59,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XS-681,,35-24XS-681
60,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519.1
61,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24-519.1
62,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519.2
63,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24-519.2
