ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-188-WAF-80-E10H2A,,35-24L009-35-24-188-WAF-80-E10
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-189-PP-300-E10H2A,,35-24L009-35-24-189-PP-300-E10
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190-PP-200-E10H2A,,35-24L009-35-24-190-PP-200-E10
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191-PP-250-E10H2A,,35-24L009-35-24-191-PP-250-E10
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192-PP-200-E10H2A,,35-24L009-35-24-192-PP-200-E10
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193-PP-100-E10H2A,,35-24L009-35-24-193-PP-100-E10
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,350-200
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,001-80
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,003-50
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,003-50
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24L009-35-24-009.1
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24NV-675,,NC-675
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24HV-676,,HV-676
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24KV-677,,KV-677
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519-35-24P519
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,003-15
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-191-PP-250-E10H2A,35-24P519-35-24-191-PP-250-E10
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,001-80
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-196,,355-250
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,003-50
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-221,,003-50
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193-PP-100-E10H2A,,35-24P519-35-24-193-PP-100-E10
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192-PP-200-E10H2A,,35-24P519-35-24-192-PP-200-E10
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,150
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,80
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24P519-35-24-009.1
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,001-100
