ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,valve 003-50 on PP-250 line
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,PP-200 inlet line (magenta)
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,valve 003-50 on PP-200 inlet
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,PP-100 inlet line
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,valve 003-15 on PP-100 inlet
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.1,,35-24L009-35-24L009.1
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.2,,35-24L009-35-24L009.2
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.2,,35-24L009-35-24-009.2
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,pump self-row; nameplate visib
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,motor tag visible on P&ID at (
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-191,,suction/discharge line 35-24-1
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,valve 355-250 on line 35-24-19
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,valve 001-80 on line 35-24-191
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,valve 003-50 on line 35-24-191
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-193,,line 35-24-193-PP-100-E10H2A v
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,valve 003-15 on line 35-24-193
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-220,valve 001-100 on line 35-24-19
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-192,,line 35-24-192-PP-200-E10H2A v
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-198,,valve 003-50 visible on P&ID;
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,control valve 35-24LV1-674 / 1
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,control valve 35-24LV2-674 / 8
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LC-674,,LC 674 instrument bubble visib
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519-35-24P519.1
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24P519-35-24-519.1
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519-35-24P519.2
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24P519-35-24-519.2
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-190,,35-24P519-35-24-190
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-194,,35-24P519-35-24-194
