ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,35-24LV2-674
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.1,,35-24L009.1
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009.2,,35-24L009.2
23,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.2,,35-24-009.2
24,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-199,,35-24-199
25,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-009.1,,35-24-009.1
26,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-197,,35-24-197
27,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
28,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
29,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P519,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
30,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519,,35-24P519
31,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-199,35-24-199
32,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-221,35-24-221
33,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-197,35-24-197
34,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-191,35-24-191
35,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV1-674,35-24LV1-674
36,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV2-674,35-24LV2-674
37,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-198,35-24-198
38,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-193,35-24-193
39,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-196,35-24-196
40,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-009.1,35-24-009.1
41,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-220,35-24-220
42,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-190,35-24-190
43,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-194,35-24-194
44,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-192,35-24-192
45,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-189,35-24-189
46,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-188,35-24-188
47,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-223,35-24-223
48,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-222,35-24-222
49,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-195,35-24-195
50,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-187,35-24-187
51,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-214,35-24-214
52,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-213,35-24-213
53,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-218,35-24-218
54,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-186,35-24-186
55,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-215,35-24-215
56,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-216,35-24-216
57,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.1,,35-24P519.1
58,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.1,,35-24-519.1
59,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P519.2,,35-24P519.2
60,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-519.2,,35-24-519.2
